date,daily_open_price,daily_close_price,daily_change,daily_min_price,daily_max_price,daily_avg_price,current_max_price,price_ratio,MA_30,MA_60,MA_90,MA_120,MA_150,MA_180,MA30_ratio,MA60_ratio,MA90_ratio,MA120_ratio,MA150_ratio,MA180_ratio,value_classification,value
11/01/2021,38173.79817,35434.22999,-0.07176567,30535.81636,38173.79817,34354.80727,40076.27391,-0.142764436,27759.8745,22928.72295,19766.115,17524.04143,16255.51318,15322.67848,-0.191965355,-0.332590552,-0.424647769,-0.489910064,-0.526834395,-0.553987354,Extreme Greed,90
12/01/2021,35434.23078,34090.99372,-0.037907894,32561.13119,36608.9864,34585.05879,40076.27391,-0.137019103,28276.77722,23234.64289,20023.58836,17724.67618,16406.95618,15464.06536,-0.182399041,-0.328188423,-0.42103356,-0.487504813,-0.525605659,-0.552868612,Extreme Greed,84
14/01/2021,37364.78301,39117.18194,0.046899749,36776.38148,40045.90611,38411.14379,40076.27391,-0.041549025,29445.3278,23927.36739,20587.26692,18156.99222,16737.70912,15771.01568,-0.233417053,-0.37707225,-0.464028798,-0.52729884,-0.564248615,-0.589415619,Extreme Greed,83
15/01/2021,39117.17734,36738.07836,-0.060819802,34430.25271,39672.76394,37051.50833,40076.27391,-0.07547522,29999.52238,24271.81271,20872.91607,18374.82764,16903.92296,15925.88646,-0.190329254,-0.344917014,-0.43665138,-0.504073425,-0.54377234,-0.570169011,Extreme Greed,88
16/01/2021,36738.07921,36006.68163,-0.019908433,35454.18687,37929.60104,36691.89396,40076.27391,-0.084448468,30473.43485,24596.62761,21153.52608,18589.47063,17069.67905,16078.65737,-0.169477736,-0.3296441,-0.423482306,-0.493363012,-0.534783376,-0.561792657,Extreme Greed,84
19/01/2021,36665.32595,35908.44903,-0.020642853,35908.44903,37844.03448,36876.24175,40076.27391,-0.079848545,31754.78944,25503.05015,21957.58602,19220.93904,17558.91337,16523.68802,-0.138882165,-0.308415149,-0.404560091,-0.478771748,-0.523842113,-0.551915075,Extreme Greed,80
04/02/2021,37651.51168,36959.76255,-0.018372413,36266.16105,38725.23893,37495.69999,40076.27391,-0.064391563,35088.56857,29510.69374,25501.64252,22274.45073,19944.26309,18527.76659,-0.064197533,-0.212957919,-0.319878212,-0.405946529,-0.468091992,-0.505869564,Extreme Greed,80
05/02/2021,36959.76954,38291.95918,0.036044317,36624.92676,38341.66213,37483.29444,40076.27391,-0.064701111,35165.72447,29813.87664,25750.58795,22498.28578,20126.34788,18671.20571,-0.06182941,-0.204608958,-0.313011614,-0.399778325,-0.463058192,-0.501879278,Extreme Greed,81
06/02/2021,38291.9617,39231.94804,0.024547876,38235.67945,41014.02168,39624.85056,40076.27391,-0.011264105,35207.74255,30161.42624,26021.95833,22738.01578,20322.68484,18825.68826,-0.111473178,-0.238825489,-0.34329195,-0.426167785,-0.487122739,-0.524901974,Extreme Greed,84
07/02/2021,39231.93761,38845.3385,-0.009854194,37387.73336,39698.25339,38542.99338,40076.27391,-0.038259059,35182.74023,30501.25833,26279.60988,22965.31157,20510.57057,18975.6848,-0.087181946,-0.208643241,-0.318174133,-0.404163778,-0.467852163,-0.507674855,Extreme Greed,86
08/02/2021,38845.37552,46444.16662,0.195616364,38065.99709,46494.92347,42280.46028,42280.46028,0,35256.21311,30901.83278,26579.67218,23222.91892,20723.6872,19147.27737,-0.166134596,-0.269122602,-0.371348561,-0.450741104,-0.509851902,-0.547136496,Extreme Greed,83
09/02/2021,46444.16444,46489.42997,0.000974623,45075.00326,48241.30515,46658.15421,46658.15421,0,35529.84846,31380.42973,26924.35648,23516.11425,20965.52488,19342.39006,-0.238507201,-0.327439538,-0.422944243,-0.49599133,-0.550656788,-0.585444594,Extreme Greed,95
10/02/2021,46489.42783,44844.95992,-0.035372944,43834.51512,47333.50465,45584.00989,46658.15421,-0.023021578,35904.15522,31832.01486,27253.86704,23800.62505,21200.06419,19530.28685,-0.212351978,-0.301684627,-0.402117824,-0.477873379,-0.534923228,-0.571553997,Extreme Greed,92
11/02/2021,44844.96038,47991.08136,0.070155508,44035.45761,48640.50984,46337.98372,46658.15421,-0.006862048,36295.91938,32286.3483,27588.40172,24091.67112,21438.92482,19721.78338,-0.21671345,-0.303242271,-0.404626626,-0.480088058,-0.537335829,-0.574392716,Extreme Greed,93
12/02/2021,47991.085,47405.68241,-0.012198153,46312.79375,48889.01069,47600.90222,47600.90222,0,36711.03684,32760.02331,27939.18492,24393.029,21684.31702,19920.55077,-0.228774348,-0.311777261,-0.413053459,-0.487551121,-0.544455756,-0.581508966,Extreme Greed,92
13/02/2021,47405.68495,47179.38541,-0.004773679,46289.09684,48151.62347,47220.36015,47600.90222,-0.00799443,37004.67739,33225.00259,28286.47072,24691.61954,21926.52926,20115.53716,-0.216340636,-0.296383965,-0.400968764,-0.477098026,-0.535655188,-0.574007121,Extreme Greed,92
14/02/2021,47179.39019,48632.99003,0.03081006,47098.99168,49687.61196,48393.30182,48393.30182,0,37382.73717,33691.12978,28642.12087,25000.37135,22176.40954,20317.05866,-0.227522492,-0.30380593,-0.408138734,-0.483391907,-0.541746301,-0.580167959,Extreme Greed,95
15/02/2021,48632.99588,47929.51925,-0.014465007,45925.80901,49011.33612,47468.57256,48393.30182,-0.019108621,37741.95979,34107.69732,28978.40501,25300.63451,22419.96846,20515.05917,-0.204906367,-0.281467812,-0.389524407,-0.467002416,-0.527688168,-0.567818073,Extreme Greed,93
16/02/2021,47929.5158,49171.47857,0.025912274,47132.76119,50516.733,48824.7471,48824.7471,0,38189.95597,34540.94523,29321.31097,25610.68913,22671.89288,20720.80468,-0.217815591,-0.292552501,-0.399458006,-0.475456799,-0.53564751,-0.575608561,Extreme Greed,95
17/02/2021,49171.46696,52133.43752,0.060237588,49010.75224,52592.77475,50801.76349,50801.76349,0,38678.37203,34996.38328,29688.24261,25935.15106,22937.62434,20938.06277,-0.238641154,-0.311118731,-0.415606062,-0.489483253,-0.548487636,-0.587847718,Extreme Greed,95
18/02/2021,52133.39194,51566.13228,-0.010880927,50921.99193,52528.9985,51725.49522,51725.49522,0,39173.34715,35464.0683,30059.81582,26261.5263,23211.42066,21161.319,-0.242668495,-0.314379338,-0.41885881,-0.492290481,-0.551257643,-0.590891901,Extreme Greed,91
19/02/2021,51566.13191,55903.09453,0.084104866,50777.10246,56337.18377,53557.14312,53557.14312,0,39793.45683,35972.07424,30447.10367,26599.86109,23498.637,21394.27216,-0.256990674,-0.328342175,-0.431502468,-0.503336819,-0.561241776,-0.600533731,Extreme Greed,93
20/02/2021,55903.10262,55825.09187,-0.001395464,54083.64471,57532.44017,55808.04244,55808.04244,0,40558.7111,36517.33644,30865.1199,26957.53979,23801.69913,21639.21226,-0.273246125,-0.345661757,-0.446941363,-0.516959589,-0.573507722,-0.612256383,Extreme Greed,91
21/02/2021,55825.04745,57429.05289,0.02873272,55452.69961,58346.83524,56899.76743,56899.76743,0,41409.64941,37075.855,31293.23494,27323.11956,24111.01462,21891.69821,-0.272235173,-0.348400588,-0.450028772,-0.519802614,-0.576254602,-0.615258564,Extreme Greed,91
22/02/2021,57429.09204,54105.68772,-0.0578697,47912.54955,57429.09204,52670.82079,56899.76743,-0.07432274,42083.38237,37566.1177,31670.16041,27652.60686,24391.03856,22120.97886,-0.201011457,-0.28677554,-0.398715267,-0.474991913,-0.536915541,-0.580014541,Extreme Greed,94
23/02/2021,54105.68989,48892.23714,-0.09635683,45017.30982,54105.68989,49561.49985,56899.76743,-0.128968323,42666.70628,37990.46157,32009.67584,27957.08675,24649.83643,22333.14677,-0.139115919,-0.233468283,-0.354142309,-0.435911205,-0.502641435,-0.549385171,Extreme Greed,94
04/03/2021,50381.40252,48381.4415,-0.039696414,47556.62391,51778.24695,49667.43543,56899.76743,-0.12710653,47126.41309,40925.06538,34981.98035,30544.90227,26893.05811,24176.2151,-0.051160732,-0.176018149,-0.295675727,-0.385011487,-0.458537412,-0.513238103,Extreme Greed,84
08/03/2021,50988.5524,52399.64347,0.027674664,49339.82637,52399.64347,50869.73492,56899.76743,-0.1059764,48657.58973,41932.66614,36326.81407,31680.86618,27921.93057,25045.16899,-0.04348647,-0.175685381,-0.285885525,-0.377215819,-0.451109179,-0.507660714,Extreme Greed,81
09/03/2021,52399.65061,54931.74345,0.048322705,51967.10746,54931.74345,53449.42546,56899.76743,-0.060638947,49154.4708,42168.60551,36718.99582,31998.32511,28203.14342,25284.55394,-0.080355488,-0.211055963,-0.313014209,-0.401334536,-0.472339634,-0.526944327,Extreme Greed,81
20/10/2021,64343.88576,66015.04365,0.025972287,63579.59242,66935.93937,65257.76589,65257.76589,0,51154.62323,49497.54875,47084.75048,43599.30049,42198.46818,43599.99348,-0.216114396,-0.241507151,-0.278480502,-0.331891003,-0.353357143,-0.331880384,Extreme Greed,82
21/10/2021,66003.61888,62208.91377,-0.05749238,62078.5495,66609.66712,64344.10831,65257.76589,-0.014000749,51911.3946,49755.96177,47434.76694,43858.21385,42379.77375,43679.67799,-0.193222255,-0.226720782,-0.262795488,-0.318380268,-0.341357354,-0.321154972,Extreme Greed,84
09/11/2021,67557.77684,66951.15157,-0.008979355,66357.5502,68538.87132,67448.21076,67448.21076,0,61270.46271,54024.55129,51959.30386,48300.05677,45601.26588,44394.59786,-0.091592467,-0.199021728,-0.229641479,-0.283894173,-0.32390696,-0.341797249,Extreme Greed,84
28/02/2024,57066.80389,62502.94909,0.095259325,56734.74966,64013.39709,60374.07338,67448.21076,-0.104882506,48694.81467,45765.65639,44659.67422,42626.57062,40055.4568,37773.45029,-0.193448248,-0.241965072,-0.260283898,-0.293959009,-0.336545398,-0.374343188,Extreme Greed,82
29/02/2024,62502.94907,61172.1645,-0.021291549,60499.0802,63621.09938,62060.08979,67448.21076,-0.079885306,49320.89517,46093.00404,44923.69478,42853.43387,40282.85641,37974.54516,-0.205271933,-0.257284284,-0.276125849,-0.309484823,-0.350905605,-0.388100383,Extreme Greed,80
01/03/2024,61172.16436,62432.57292,0.020604283,60805.55449,63184.53843,61995.04646,67448.21076,-0.080849651,49954.05128,46406.25629,45177.11471,43077.08153,40513.14462,38174.80498,-0.194225117,-0.25145219,-0.271278638,-0.305152847,-0.346509973,-0.384228141,Extreme Greed,80
02/03/2024,62432.57343,62036.50206,-0.006343986,61662.81761,62464.19703,62063.50732,67448.21076,-0.079834637,50604.33332,46689.79849,45425.16668,43306.49086,40743.32768,38375.91421,-0.184636262,-0.247709314,-0.26808573,-0.302222953,-0.343521992,-0.381667007,Extreme Greed,80
03/03/2024,62036.50174,63145.20336,0.017871762,61424.78675,63250.83693,62337.81184,67448.21076,-0.075767746,51248.92769,47009.35285,45660.12364,43534.85345,40974.01814,38579.37713,-0.177883757,-0.24589344,-0.267537273,-0.301630068,-0.342710035,-0.381123976,Extreme Greed,83
04/03/2024,63145.20388,68339.70082,0.082262731,62449.13111,68542.448,65495.78955,67448.21076,-0.028946968,51994.94119,47372.26917,45910.93335,43789.26052,41225.8317,38800.57499,-0.206133073,-0.276712755,-0.29902466,-0.331418694,-0.370557528,-0.407586728,Extreme Greed,82
05/03/2024,68339.69887,63802.83335,-0.06638697,60087.17762,69070.83872,64579.00817,67448.21076,-0.042539343,52723.1569,47724.24603,46141.05014,44035.5502,41469.99252,39014.85055,-0.183586766,-0.260994441,-0.285510084,-0.318113557,-0.357840981,-0.395858629,Extreme Greed,90
07/03/2024,66109.21281,66929.58845,0.0124094,65676.95175,68010.74912,66843.85044,67448.21076,-0.008960361,54264.9797,48459.96513,46637.61083,44545.95936,41979.99309,39460.1701,-0.188182917,-0.275027324,-0.30229018,-0.333581787,-0.371969256,-0.409666411,Extreme Greed,82
08/03/2024,66929.59492,68280.63431,0.020185979,66768.21797,69992.92445,68380.57121,68380.57121,0,55091.75666,48845.65258,46908.49592,44809.39776,42252.43569,39696.58278,-0.194336115,-0.285679372,-0.314008422,-0.344705712,-0.382098819,-0.419475707,Extreme Greed,81
09/03/2024,68246.68409,68460.28195,0.003129791,68041.36866,68677.41449,68359.39158,68380.57121,-0.000309732,55871.73527,49208.4709,47181.1881,45071.29657,42528.11515,39935.25576,-0.182676528,-0.280150543,-0.309806787,-0.340671479,-0.377874581,-0.4158044,Extreme Greed,84
11/03/2024,69022.57693,72097.35939,0.044547489,67465.21881,72856.9864,70161.1026,70161.1026,0,57374.85743,49974.35337,47802.5546,45614.7083,43099.4344,40421.10273,-0.182241223,-0.287719954,-0.31867441,-0.34985759,-0.385707567,-0.423881592,Extreme Greed,82
12/03/2024,72097.3599,71465.22503,-0.008767795,68948.54358,72831.2179,70889.88074,70889.88074,0,58135.68369,50420.53427,48122.93826,45898.03698,43392.71016,40667.96258,-0.179915623,-0.288748496,-0.321159272,-0.352544587,-0.387885694,-0.426322034,Extreme Greed,81
13/03/2024,71465.22499,73118.10107,0.023128397,71353.9981,73651.27752,72502.63781,72502.63781,0,58918.61161,50914.81852,48454.51413,46203.79765,43695.73107,40923.32764,-0.187359062,-0.297752191,-0.33168619,-0.362729426,-0.397322189,-0.435560845,Extreme Greed,81
14/03/2024,73118.10042,71371.97119,-0.023880944,68723.22389,73803.62053,71263.42221,72502.63781,-0.017092007,59648.27117,51396.1282,48775.31372,46492.02456,43980.48977,41171.39452,-0.16298896,-0.278786696,-0.315563129,-0.347603257,-0.382846229,-0.422264701,Extreme Greed,88
15/03/2024,71371.97309,69506.5763,-0.026136265,65821.59406,72380.30292,69100.94849,72502.63781,-0.046918146,60263.47682,51839.39546,49074.26756,46761.77924,44252.06625,41407.97456,-0.12789219,-0.249801969,-0.289817743,-0.323283106,-0.359602622,-0.400761126,Extreme Greed,83
16/03/2024,69506.57634,65252.26256,-0.061207356,65000.8229,70039.58959,67520.20625,72502.63781,-0.068720694,60777.65824,52251.02006,49359.98546,47021.92568,44512.12247,41633.55313,-0.099859707,-0.22614247,-0.268959794,-0.303587351,-0.340758494,-0.383391203,Extreme Greed,81
26/03/2024,69886.32639,69990.51579,0.001490841,69382.14054,71508.71948,70445.43001,72502.63781,-0.028374248,65712.35976,56491.46302,51949.40264,49457.3717,46803.21294,43843.58527,-0.067187754,-0.198081934,-0.262558229,-0.297933568,-0.335610373,-0.377623428,Extreme Greed,81
27/03/2024,69990.51477,69431.93913,-0.007980734,68405.27589,71644.89234,70025.08412,72502.63781,-0.034171911,66282.17346,56962.02678,52248.99078,49727.37174,47041.05753,44082.72991,-0.053450998,-0.186548256,-0.253853224,-0.289863449,-0.328225619,-0.370472303,Extreme Greed,83
28/03/2024,69431.93882,70788.85969,0.01954318,68929.15428,71554.04555,70241.59992,72502.63781,-0.031185595,66756.54769,57428.76833,52559.21636,49996.13603,47279.45236,44323.03054,-0.049615217,-0.182410873,-0.251736629,-0.288226121,-0.3269024,-0.368991729,Extreme Greed,80
09/04/2024,71624.84861,69121.03428,-0.034957342,68220.4695,71716.50399,69968.48674,72502.63781,-0.034952536,68417.59549,62518.97228,55868.29097,52716.38093,49954.25796,47078.71219,-0.022165568,-0.106469567,-0.201522091,-0.246569658,-0.286046329,-0.327144056,Extreme Greed,80
12/11/2024,88887.93619,88039.17621,-0.009548652,85123.02831,90012.4067,87567.71751,87567.71751,0,70785.22919,66586.03365,64025.64401,63770.04278,63243.70161,64127.1593,-0.191651545,-0.239605239,-0.268844206,-0.271763104,-0.27777378,-0.267684929,Extreme Greed,80
13/11/2024,88039.17622,90495.45912,0.027899885,86253.95197,93482.60238,89868.27718,89868.27718,0,71632.09812,67083.02255,64379.71583,63986.42544,63399.79385,64258.20774,-0.202921205,-0.253540575,-0.283621342,-0.28799764,-0.294525323,-0.28497341,Extreme Greed,84
14/11/2024,90495.45401,87286.5952,-0.035458785,86686.9981,91794.44871,89240.72341,89868.27718,-0.00698304,72395.85925,67577.99482,64721.57097,64188.38735,63553.73856,64381.68948,-0.188757593,-0.242744879,-0.274752955,-0.280727622,-0.287839272,-0.278561547,Extreme Greed,88
15/11/2024,87286.5952,91059.32928,0.043222376,87110.11906,91881.50552,89495.81229,89868.27718,-0.004144565,73126.7184,68097.11344,65057.58339,64399.45388,63714.94192,64507.75442,-0.182903462,-0.239102795,-0.273065614,-0.28041936,-0.288067896,-0.279209242,Extreme Greed,80
16/11/2024,91060.1904,90595.31754,-0.005105116,90086.06455,91808.01729,90947.04092,90947.04092,0,73915.51526,68621.61687,65408.69865,64612.61851,63886.59376,64630.82562,-0.187268607,-0.24547719,-0.280804543,-0.289557771,-0.29754071,-0.289357576,Extreme Greed,86
17/11/2024,90609.09312,89866.41658,-0.00819649,88726.29696,91435.71881,90081.00789,90947.04092,-0.009522388,74650.3081,69114.82112,65756.97762,64805.4055,64050.50135,64739.16372,-0.171298037,-0.232748137,-0.270023958,-0.280587473,-0.288967754,-0.281322831,Extreme Greed,90
18/11/2024,89866.41658,90543.9761,0.00753963,89385.37507,92627.51669,91006.44588,91006.44588,0,75405.73443,69586.14625,66101.41952,65004.53332,64229.4087,64857.01844,-0.171424247,-0.235371236,-0.273662224,-0.285715065,-0.294232314,-0.287335992,Extreme Greed,83
19/11/2024,90513.09391,92430.59095,0.021184748,90411.43545,94041.79265,92226.61405,92226.61405,0,76188.83118,70069.29638,66455.81127,65210.24314,64416.21964,64990.03741,-0.173895388,-0.24024863,-0.279429133,-0.29293465,-0.301544133,-0.295322309,Extreme Greed,90
20/11/2024,92429.48741,94364.54339,0.020935483,91627.06867,94933.6625,93280.36559,93280.36559,0,77026.66884,70571.44866,66819.00035,65432.40665,64612.62168,65130.97552,-0.174245637,-0.243447984,-0.283675617,-0.298540414,-0.307328812,-0.301771867,Extreme Greed,83
21/11/2024,94368.17768,98455.63285,0.043313914,94127.59129,99051.04693,96589.31911,96589.31911,0,78007.06723,71128.01501,67195.87212,65686.36863,64848.64369,65284.07253,-0.192384127,-0.263603723,-0.304313637,-0.319941695,-0.328614755,-0.324106711,Extreme Greed,82
22/11/2024,98455.63285,99014.88442,0.005680239,97218.89283,99762.97526,98490.93404,98490.93404,0,79078.355,71708.37326,67578.55099,65967.14213,65097.00212,65448.6545,-0.197100162,-0.271929199,-0.313860188,-0.330221174,-0.339055896,-0.335485493,Extreme Greed,94
23/11/2024,99014.88442,97760.4925,-0.012668721,97272.03587,99034.66301,98153.34944,98490.93404,-0.00342757,80095.84435,72282.48273,67953.34802,66226.84184,65340.95253,65608.42253,-0.183972378,-0.263575995,-0.307681822,-0.325271708,-0.334297272,-0.33157225,Extreme Greed,93
24/11/2024,97761.27906,98007.41333,0.002517707,95785.53393,98674.83537,97230.18465,98490.93404,-0.012800664,81097.99783,72838.37641,68326.31398,66470.10245,65579.55136,65768.75451,-0.165917476,-0.250866625,-0.297272609,-0.316363507,-0.325522711,-0.323576781,Extreme Greed,80
25/11/2024,98007.40725,93003.1056,-0.051060443,92578.86511,98965.96878,95772.41694,98490.93404,-0.027601699,82062.18009,73364.3468,68716.75736,66704.13205,65811.09436,65923.18373,-0.143154337,-0.233972065,-0.282499497,-0.303514162,-0.312838744,-0.311668371,Extreme Greed,82
30/11/2024,97505.578,96443.86139,-0.010888778,96159.41185,97505.578,96832.49492,98490.93404,-0.016838495,86248.81462,75920.05325,70737.76227,67954.59657,66931.97962,66681.47734,-0.10929885,-0.215965123,-0.269483221,-0.298225285,-0.308785964,-0.311372929,Extreme Greed,84
01/12/2024,96443.86139,97252.31196,0.008382603,95749.48707,97889.35944,96819.42326,98490.93404,-0.016971215,87136.68158,76514.20106,71166.08531,68253.1996,67186.9328,66831.56306,-0.100008256,-0.209722611,-0.264960656,-0.295046414,-0.306059357,-0.309729796,Extreme Greed,81
02/12/2024,97252.31276,95866.46327,-0.014250041,94411.24095,98193.23237,96302.23666,98490.93404,-0.022222323,88031.9482,77108.32636,71584.88968,68581.80226,67457.84231,66971.73356,-0.085878467,-0.199309081,-0.256664308,-0.287848293,-0.299519464,-0.304567205,Extreme Greed,80
05/12/2024,98756.6104,97054.63644,-0.017234026,91937.83589,104005.0326,97971.43424,98490.93404,-0.005274595,90843.61041,78841.36017,72929.57476,69619.22992,68254.08992,67411.19598,-0.072754103,-0.195261754,-0.255603684,-0.289392562,-0.303326623,-0.31193009,Extreme Greed,84
12/12/2024,101191.259,100025.896,-0.011516439,99320.54729,102562.458,100941.5027,100941.5027,0,95521.47562,83153.35241,76231.18098,71899.60192,70120.32935,68623.33061,-0.053694733,-0.176222364,-0.244798433,-0.287710208,-0.305336977,-0.320167337,Extreme Greed,83
14/12/2024,101435.2787,101398.462,-0.000362958,100602.2844,102652.0286,101627.1565,101627.1565,0,96291.24376,84343.55151,77149.0778,72613.98917,70608.95864,69009.98943,-0.052504792,-0.170068765,-0.240861592,-0.285486363,-0.305215642,-0.320949323,Extreme Greed,83
15/12/2024,101398.462,104410.9883,0.029709783,101227.5386,105067.5386,103147.5386,103147.5386,0,96746.30131,84936.50985,77646.84273,72979.76287,70868.82337,69220.16848,-0.062059041,-0.176553207,-0.247225443,-0.292472086,-0.312937329,-0.328920793,Extreme Greed,80
16/12/2024,104404.8955,106088.9727,0.016130251,103288.2345,107821.0754,105554.6549,105554.6549,0,97233.22177,85574.36852,78158.8185,73364.82943,71136.73916,69444.3651,-0.078835303,-0.189288539,-0.259541718,-0.304958844,-0.326067247,-0.342100402,Extreme Greed,83
17/12/2024,106088.9179,106141.7532,0.000498028,105331.9453,108364.4217,106848.1835,106848.1835,0,97792.12763,86221.21786,78673.92329,73765.76513,71402.74992,69674.10573,-0.084756292,-0.193049287,-0.263684971,-0.309620784,-0.331736417,-0.347914925,Extreme Greed,87
18/12/2024,106087.973,100117.3526,-0.056279898,99987.85152,106498.5206,103243.1861,106848.1835,-0.033739436,98200.01897,86802.8767,79124.10382,74126.06938,71643.63045,69891.17708,-0.048847457,-0.159238687,-0.233614277,-0.282024585,-0.306069164,-0.323043198,Extreme Greed,81
